,mzmed,rtmed,isotopes
peakpos1208,854.797329530973,15.833255833333302,[2665][M+2]+
peakpos1209,844.585394377928,7.04354175,[2582][M+2]+
peakpos1210,1323.16822669726,15.383992999999998,[4012][M+3]+
peakpos1211,910.768112196367,15.000119,[3086][M+1]+
peakpos1212,939.7556658886721,15.2831916666667,
peakpos1213,970.8623071018441,15.907447,[3449][M+1]+
peakpos1214,942.756906007749,15.287990833333302,[3286][M+2]+
peakpos1215,892.653281989881,7.4317543333333305,[2970][M]+
peakpos1216,686.19961088988,13.229084,[1324][M+2]+
peakpos1217,745.592127150788,7.357621000000001,[1747][M]+
peakpos1218,874.552319916253,7.0871716000000005,[2831][M]+
peakpos1219,758.650985663107,13.586414999999999,[1850][M+1]+
peakpos1220,922.879209297928,16.326204999999998,[3182][M]+
peakpos1221,703.574471834476,6.71201975,
peakpos1222,768.588224513809,7.56700675,[1940][M]+
peakpos1223,927.729862674405,15.200778,[3196][M+2]+
peakpos1224,536.165150636825,8.48305985,[698][M]+
peakpos1225,669.334315640701,8.19515935,[1250][M]+
peakpos1226,841.6248467431841,6.3368880999999995,[2565][M+1]+
peakpos1227,869.741928303472,15.000122,[2789][M+1]+
peakpos1228,544.275388577864,3.0303652000000003,
peakpos1229,544.337185111095,3.02947645,
peakpos1230,809.082933421806,7.8025635,[2267][M+1]2+
peakpos1231,948.893111036288,16.038301999999998,[3328][M]+
peakpos1232,974.909796966306,16.055761999999998,[3476][M]+
peakpos1233,1499.2704140762398,6.50252985,[4097][M+1]+
peakpos1234,875.2647250952,15.389716,[2823][M+2]+
peakpos1235,1290.19047002508,15.3665345,[3989][M+1]+
peakpos1236,498.345034576695,2.70245421666667,[579][M+2]+
peakpos1237,703.3243668059531,9.529977800000001,[1436][M+1]+
peakpos1238,774.6003626667909,8.09046335,[1994][M]+
peakpos1239,599.502870177664,15.436329,[922][M]+
peakpos1240,246.24245700377102,15.650493666666698,
peakpos1241,371.31525333882,4.9497134,[281][M]+
peakpos1242,993.858796998678,15.767857999999999,[3563][M]+
peakpos1243,980.276985017287,16.273872,
peakpos1244,569.540172231316,15.593312666666698,
peakpos1245,904.69090477047,15.288020999999999,[3054][M]+
peakpos1246,782.723077732987,15.436325,[2057][M]+
peakpos1247,673.588710772535,15.689339000000002,
peakpos1248,682.486201890218,10.4461138333333,[1296][M+2]+
peakpos1249,1428.1221316776,6.30194533333333,[4071][M]+
peakpos1250,831.421639713624,14.651145999999999,[2471][M+1]+
peakpos1251,720.58953249586,7.9334267999999994,[1555][M]+
peakpos1252,953.7541267992709,15.471226000000001,[3356][M]+
peakpos1253,641.302050947628,7.0871680999999995,[1113][M]+
peakpos1254,833.733738685537,15.096875666666698,
peakpos1255,692.6334357558451,15.4450605,
peakpos1256,765.545327446217,6.33332341666667,[1897][M+1]+
peakpos1257,639.639532893317,8.0904666,[1106][M]+
peakpos1258,963.6750520539861,5.7174491,[3403][M+1]+
peakpos1259,412.41450425209,5.63893525,[353][M]+
peakpos1260,784.7200743896201,14.904154,[2068][M]+
peakpos1261,784.571544469061,7.5582713,[2053][M+4]2+
peakpos1262,594.601246361968,10.446194666666699,[900][M+1]+
peakpos1263,125.986427662662,20.4528165,[1][M]+
peakpos1264,802.686822761733,10.402407,[2220][M+1]+
peakpos1265,784.65008047577,14.869251,
peakpos1266,809.741028847164,15.471235,[2281][M]+
peakpos1267,890.8152986359621,15.3665405,
peakpos1268,972.877521294639,16.07321,[3461][M+1]+
peakpos1269,930.765803866418,15.2831951666667,[3208][M+3]+
peakpos1270,930.792590063156,15.288018,[3225][M]+
peakpos1271,941.764443679725,15.287990833333302,[3286][M+1]+
peakpos1272,639.65877293687,10.4546415,[1094][M+1]+
peakpos1273,865.6662513681081,15.152769833333302,[2772][M]+
peakpos1274,502.445624564274,5.77849438333333,[596][M]+
peakpos1275,981.8657101411039,15.7591415,[3500][M+1]+
peakpos1276,911.802219283556,16.238969,[3104][M]+
peakpos1277,790.573428701779,6.921400200000001,
peakpos1278,701.408966307124,10.4468031666667,[1426][M]+
peakpos1279,1329.28548269,15.676224333333302,[4019][M+3]+
peakpos1280,743.563680847207,6.3281428,[1718][M+1]+
peakpos1281,769.6841957203819,15.265576000000001,[1953][M]+
peakpos1282,528.393142394729,3.0041908999999998,
peakpos1283,850.764618748647,15.4014435,
peakpos1284,870.667716062283,8.11664045,[2805][M]+
peakpos1285,901.5713365289099,7.73276815,[3024][M+1]+
peakpos1286,863.70941884526,15.2967475,[2752][M]+
peakpos1287,721.505574807397,14.193652666666699,
peakpos1288,908.863967379318,16.393141666666697,[3080][M]+
peakpos1289,417.376101070691,4.9497134,[362][M+1]+
peakpos1290,1238.85237329194,8.709860283333331,[3951][M+3]+
peakpos1291,931.76274823476,15.549757000000001,[3220][M+2]+
peakpos1292,532.4391362291191,7.810289200000001,[690][M]+
peakpos1293,861.6365437475849,14.8517001666667,[2732][M+1]+
peakpos1294,722.559099175273,14.904151500000001,[1565][M+1]+
peakpos1295,1293.21858058943,15.671885000000001,[3993][M]+
peakpos1296,874.6315479219,14.8604988333333,[2825][M+1]+
peakpos1297,946.7835052880721,14.9652125,[3314][M]+
peakpos1298,652.670979516601,9.01524865,[1154][M]+
peakpos1299,973.8892093681,16.247705,[3472][M]+
peakpos1300,940.8315151778951,15.200782,[3288][M]+
peakpos1301,812.6149651528931,7.90725225,[2306][M]+
peakpos1302,561.5236763265319,7.7671586999999995,
peakpos1303,934.639402367529,5.717450299999999,[3241][M]+
peakpos1304,933.7865569431699,15.907445999999998,[3239][M]+
peakpos1305,481.376694706506,5.77849438333333,[535][M+2]+
peakpos1306,406.20185566381303,15.531478666666699,
peakpos1307,885.771606636309,15.349095000000002,[2918][M+1]+
peakpos1308,914.8161280251311,15.785309,
peakpos1309,935.872196392847,16.047038,
peakpos1310,981.2783589884731,16.273872,[3504][M]+
peakpos1311,1027.9988370190301,15.673229333333301,[3668][M+1]+
peakpos1312,933.777102054736,15.780945000000001,[3229][M+2]+
peakpos1313,899.744765832628,16.0383135,[3019][M]+
peakpos1314,1021.3029085913801,16.273874,[3651][M]+
peakpos1315,868.684521350797,15.401436499999999,
peakpos1316,310.271142236077,2.4196624,[164][M]+
peakpos1317,872.717185837442,15.820207,[2811][M+1]+
peakpos1318,738.548023434108,10.4462765,[1666][M+2]+
peakpos1319,664.601926035641,15.104810999999998,
peakpos1320,483.32740326068705,2.4022146,[541][M+1]+
peakpos1321,813.6746799027251,8.6052021,[2297][M+2]+
peakpos1322,431.383836749376,4.04132876666667,[395][M]+
peakpos1323,913.803175926271,15.689329999999998,[3110][M+1]+
peakpos1324,1171.8336801499902,6.7905487,[3864][M]+
peakpos1325,243.210374877626,15.383994,
peakpos1326,393.29698719204595,4.9497142,[324][M]+
peakpos1327,708.510331913571,14.385365666666699,
peakpos1328,797.588121799649,7.22675045,[2173][M+1]+
peakpos1329,382.30067354464205,4.44403103333333,[306][M+1]+
peakpos1330,414.269128346426,4.9322593,
peakpos1331,354.268997415344,3.81554965,[245][M+1]+
peakpos1332,710.559193419376,7.22675185,
peakpos1333,624.639180676284,7.79172085,[1030][M]+
peakpos1334,721.505501005322,14.983065666666699,
peakpos1335,670.640132275128,15.680616,[1247][M+2]+
peakpos1336,894.791222320626,15.238904000000002,
peakpos1337,769.710574331811,15.3054775,[1943][M+1]+
peakpos1338,377.76140383863196,5.61276045,[298][M]+
peakpos1339,1199.09226205604,9.4075569,[3898][M+1]+
peakpos1340,755.528852249348,7.22598263333333,[1828][M]+
peakpos1341,811.6676286781959,8.92799835,[2298][M]+
peakpos1342,706.582519772316,6.301979900000001,[1442][M+3]+
peakpos1343,851.698523516223,15.1571585,[2632][M+2]+
peakpos1344,854.718704173582,15.401431500000001,[2653][M+3]+
peakpos1345,833.6486219006321,8.60520015,[2498][M]+
peakpos1346,892.804537506892,15.623878833333302,
peakpos1347,760.63936650135,8.35653133333333,[1865][M+1]+
peakpos1348,734.5507324129719,7.21803965,[1652][M+1]+
peakpos1349,874.784541976758,16.1254966666667,[2813][M+3]+
peakpos1350,810.596341893232,8.69244055,[2287][M]2+
peakpos1351,870.7588342995621,15.933626,[2800][M+1]+
peakpos1352,572.552820457689,15.584651999999998,[822][M+2]+
peakpos1353,745.555732716192,6.40667165,[1739][M+1]+
peakpos1354,725.395746689406,11.117804,[1604][M]+
peakpos1355,895.852217429391,16.326214999999998,[2990][M+1]+
peakpos1356,1201.8785249722198,7.8025592999999995,[3900][M+1]2+
peakpos1357,766.69161254138,15.030685666666699,[1922][M]+
peakpos1358,1022.30557677994,16.273874,[3651][M+1]+
peakpos1359,649.590263631504,15.383995,
peakpos1360,1381.6545611332501,9.5299773,[4048][M]+
peakpos1361,300.201245451286,0.63739875,
peakpos1362,972.799596253017,15.017566,[3463][M]+
peakpos1363,711.546452703922,15.200779500000001,
peakpos1364,1336.3331605450699,15.730391000000001,
peakpos1365,799.246776521651,14.686044,[2197][M]+
peakpos1366,796.60624428702,7.42546983333333,
peakpos1367,796.611740890209,7.45359075,[2151][M+2]+
peakpos1368,752.558406782722,8.55718973333333,[1803][M]+
peakpos1369,549.486902945643,15.392703,
peakpos1370,767.407121263672,7.79380293333333,[1926][M]+
peakpos1371,163.132779395593,0.8232675966666658,[15][M]+
peakpos1372,597.5917429672239,8.09046725,[914][M+1]+
peakpos1373,788.555825503246,7.20930935,[2099][M]+
peakpos1374,1332.23715512938,15.680617999999999,[4021][M]+
peakpos1375,768.5799133157781,7.200585,
peakpos1376,861.754253822994,15.113536499999999,[2724][M+2]+
peakpos1377,179.035219949735,22.494293,
peakpos1378,605.54941352482,16.047037,[951][M]+
peakpos1379,1294.22092195418,15.671856333333302,[3993][M+1]+
peakpos1380,883.749235436965,14.9477745,[2904][M]+
peakpos1381,1326.19346526713,15.706782999999998,
peakpos1382,1429.1272176192301,6.29759398333333,[4071][M+1]+
peakpos1383,672.6258661805571,13.4646365,[1264][M]+
peakpos1384,672.631970147199,13.503547,
peakpos1385,572.553248816232,6.32556151666667,[829][M+1]+
peakpos1386,690.5614333138769,5.94428225,[1362][M+1]+
peakpos1387,944.768979953851,15.061187,
peakpos1388,774.587740979776,7.04354885,
peakpos1389,800.6711493941381,9.27697215,[2204][M+1]+
peakpos1390,910.784959789049,15.471197333333302,[3097][M]+
peakpos1391,935.8736896297569,16.3269935,[3250][M]+
peakpos1392,833.587878462346,6.6945758,[2488][M+1]+
peakpos1393,823.4689485849369,9.1548189,[2406][M]+
peakpos1394,731.540158408412,6.0402543,[1638][M+1]+
peakpos1395,811.757842934447,15.691013166666698,[2290][M+1]+
peakpos1396,782.559731013549,6.21473815,[2037][M+2]+
peakpos1397,745.6565357615981,13.586776,[1745][M+1]+
peakpos1398,753.427898109047,12.880109,[1812][M]+
peakpos1399,727.561510071633,6.301979900000001,[1606][M+2]+
peakpos1400,745.569891193952,6.32048323333333,
peakpos1401,708.5104006741991,14.0615025,[1470][M]+
peakpos1402,376.394914210951,5.5953008,[296][M]+
peakpos1403,979.851131350576,15.5628375,[3491][M+1]+
peakpos1404,830.566112499935,6.746923299999999,
peakpos1405,825.6836985191161,15.113529500000002,[2414][M+2]+
peakpos1406,716.299363298206,6.0228004,[1521][M]+
peakpos1407,950.910398447732,16.173506833333303,
peakpos1408,818.604578171588,7.14824055,[2364][M]+
peakpos1409,718.573293239516,7.8723583,[1545][M]+
peakpos1410,757.556778920229,6.4415692,[1836][M+1]+
peakpos1411,857.584712942512,7.42741785,[2699][M+1]+
peakpos1412,933.8490260445759,15.9510685,
peakpos1413,1160.8361907035,6.8167217,[3849][M+3]2+
peakpos1414,897.5401125215719,6.528812599999999,[2998][M+1]+
peakpos1415,892.830413685975,15.602098499999999,[2973][M]+
peakpos1416,1299.17815061274,15.383992000000001,
peakpos1417,713.361163966355,5.42151493333333,[1488][M+2]+
peakpos1418,768.409541190793,6.79809263333333,
peakpos1419,792.588319499081,7.3837924,[2131][M]+
peakpos1420,884.764171355434,15.8463785,[2896][M+3]+
peakpos1421,768.553020586033,6.36305145,[1938][M]+
peakpos1422,830.555544925463,6.5288102,[2461][M+2]+
peakpos1423,1331.2329774529699,15.680619,
peakpos1424,923.7779663095779,15.2182285,[3169][M+3]+
peakpos1425,920.8525046278779,15.619546,[3155][M+2]+
peakpos1426,799.667549989711,9.01957878333333,[2203][M]+
peakpos1427,688.268064060026,5.41209685,[1355][M]+
peakpos1428,650.643512869239,13.464642000000001,[1146][M]+
peakpos1429,793.591857432655,6.9999149,[2132][M+1]+
peakpos1430,918.700380703454,15.331645000000002,[3144][M+1]+
peakpos1431,768.552661646758,7.9421539,[1939][M]+
peakpos1432,838.785914186624,15.916172,[2550][M]+
peakpos1433,414.268746713618,4.70120015,
peakpos1434,747.572574634481,7.069717,[1759][M+1]+
peakpos1435,957.8661285656821,15.436335,[3374][M+1]+
peakpos1436,325.219920149034,2.93397568333333,
peakpos1437,927.806063613704,15.244397,
peakpos1438,973.6952370302499,3.0565408,[3471][M]+
peakpos1439,385.31937385606903,3.9725905,
peakpos1440,770.620963406168,7.218034299999999,[1942][M+2]+
peakpos1441,837.6183029102,8.16026145,[2525][M+1]+
peakpos1442,790.610619805457,7.80252688333333,[2087][M+4]+
peakpos1443,1373.96613441777,10.4462765,[4044][M+3]+
peakpos1444,638.308584885043,4.22558925,[1085][M+1]+
peakpos1445,816.6560023548101,14.799527333333302,[2351][M]+
peakpos1446,816.705572159417,14.808189000000002,[2353][M]+
peakpos1447,1493.7796105469502,12.871389500000001,[4095][M]+
peakpos1448,764.6070308448191,8.40447886666667,[1889][M+2]+
peakpos1449,865.786512691026,15.602096,[2753][M+2]+
peakpos1450,132.138326229548,20.348118,[2][M]+
peakpos1451,261.130678916281,0.628255763333333,[79][M]+
peakpos1452,473.34442096120597,3.09143565,[510][M+1]+
peakpos1453,797.740839755926,15.305458999999999,[2190][M]+
peakpos1454,342.336247986203,3.9027967000000006,[225][M]+
peakpos1455,753.612072597952,7.715322099999999,
peakpos1456,985.794959705555,15.017532333333302,
peakpos1457,725.342341687542,5.41210355,[1585][M+1]+
peakpos1458,684.368392343448,4.22559185,[1312][M+2]+
peakpos1459,909.749152968884,15.130985500000001,[3085][M]+
peakpos1460,569.502891431635,7.000039999999999,[815][M]+
peakpos1461,781.4579187779441,14.040410833333302,[2046][M]+
peakpos1462,786.059848176216,3.66723945,[2080][M]+
peakpos1463,721.57676486591,13.582059,[1566][M]+
peakpos1464,840.712512527506,15.506136999999999,[2557][M+1]+
peakpos1465,982.277109262424,16.273872,[3504][M+1]+
peakpos1466,857.7334849627009,14.808185,[2707][M]+
peakpos1467,267.171769554104,2.3612287166666697,[87][M]+
peakpos1468,576.505595366497,15.418885999999999,
peakpos1469,606.587825861618,9.408329,[952][M+1]+
peakpos1470,916.822466380773,15.549757500000002,[3126][M+2]+
peakpos1471,873.6936688249741,15.021935500000001,
peakpos1472,1438.71960731195,11.109082,[4072][M+1]+
peakpos1473,741.391195700179,6.08383683333333,[1705][M]+
peakpos1474,728.658328939993,15.274904333333302,[1627][M]+
peakpos1475,722.5097929092909,10.995659,[1563][M+1]+
peakpos1476,1269.12858580918,15.349091,[3979][M]+
peakpos1477,842.7226724968559,14.947741833333302,[2584][M]+
peakpos1478,809.650686330305,9.625945,[2277][M]+
peakpos1479,1268.1267036756099,15.349091,
peakpos1480,920.7164258041311,15.567198000000001,
peakpos1481,140.001818101825,20.461531,[6][M]+
peakpos1482,776.600631045452,6.493917400000001,[2005][M]+
peakpos1483,940.597782317559,5.7174491,[3275][M+1]+
peakpos1484,406.20259699127,16.7549268333333,
peakpos1485,991.841199889662,15.558482000000001,
peakpos1486,681.635574755838,15.730391000000001,[1309][M]+
peakpos1487,795.726341091171,15.035745,[2155][M+1]+
peakpos1488,757.692336783074,14.904154,[1839][M+1]+
peakpos1489,226.95145686373502,20.356844,
peakpos1490,839.6337257059371,8.49178345,[2548][M+1]+
peakpos1491,830.674206308769,9.3729406,[2480][M]+
peakpos1492,789.674345321485,9.62590878333333,[2094][M+2]+
peakpos1493,830.566341455414,6.96499973333333,
peakpos1494,858.758958375692,16.029529666666697,[2708][M+1]+
peakpos1495,787.6686215948689,9.84405295,[2095][M]+
peakpos1496,430.38904320949206,3.78445328333333,[394][M]+
peakpos1497,796.5234897583521,6.8341644,
peakpos1498,965.817208010698,15.322921,
peakpos1499,904.904643997431,15.787929833333301,
peakpos1500,945.709950202968,15.436337,[3308][M]+
peakpos1501,643.525962925077,10.446030499999999,[1120][M]+
peakpos1502,648.461236315729,12.8713815,[1132][M+1]+
peakpos1503,1023.3021794512401,16.273872,[3651][M+2]+
peakpos1504,929.745751026419,15.375260999999998,[3215][M+1]+
peakpos1505,781.6442658097501,7.66297965,
peakpos1506,552.384557577503,3.0028292166666697,[758][M+1]+
peakpos1507,1172.33414732261,6.79487883333333,
peakpos1508,1054.29723052366,16.675158833333303,[3738][M]+
peakpos1509,753.37431717956,6.03152015,[1795][M+1]+
peakpos1510,450.340053558171,4.8188409000000005,[442][M+1]+
peakpos1511,735.546682954756,14.991398,[1663][M]+
peakpos1512,909.2573243995889,15.889989499999999,[3071][M+2]+
peakpos1513,655.281507266769,4.92353915,[1165][M]+
peakpos1514,807.633202625228,8.587750900000001,[2260][M]+
peakpos1515,839.6506441449679,15.1135345,[2555][M]+
peakpos1516,1316.1264849991,15.104810999999998,
peakpos1517,836.667748613681,9.643393,[2515][M+1]+
peakpos1518,786.580006976648,6.764369099999999,[2052][M+4]+
peakpos1519,1366.21038315166,15.200779500000001,[4038][M+3]+
peakpos1520,288.289201721707,15.855107,
peakpos1521,724.527229804595,7.42741785,[1591][M]+
peakpos1522,947.7440358326469,15.776584,[3320][M]+
peakpos1523,952.7418193427679,15.253125500000001,[3342][M+1]+
peakpos1524,711.344081310964,5.6519118,
peakpos1525,922.861381247571,16.2302495,[3177][M+1]+
peakpos1526,798.598894426132,7.5757223,
peakpos1527,805.552883003028,6.34559965,[2241][M+1]+
peakpos1528,569.540294678916,6.33085003333333,
peakpos1529,824.5541182336051,7.8025652,[2419][M]+
peakpos1530,402.357270264298,3.0866572833333303,[333][M]+
peakpos1531,610.183419713298,10.629241,[974][M]+
peakpos1532,783.066062039728,7.54955805,[2053][M+1]2+
peakpos1533,892.684823552262,15.209496,[2960][M+1]+
peakpos1534,956.5713048163161,5.717415633333331,[3365][M+1]+
peakpos1535,739.375311211353,6.34948626666667,[1690][M]+
peakpos1536,1055.2964401654401,16.6751306666667,[3738][M+1]+
peakpos1537,1202.38234494161,7.802560499999999,[3900][M+2]2+
peakpos1538,736.5745693157221,7.31833873333333,[1661][M+2]+
peakpos1539,895.703586180956,15.4319448333333,[2979][M+2]+
peakpos1540,1317.1289982047301,15.104810999999998,[4007][M]+
peakpos1541,835.60128918155,8.1166358,[2507][M+2]2+
peakpos1542,1095.3227892239,16.674966,[3787][M]+
peakpos1543,904.7331465187731,15.340364000000001,
peakpos1544,906.7501087050481,15.471233999999999,[3062][M+1]+
peakpos1545,750.5576684244479,14.651148000000001,[1780][M]+
peakpos1546,1298.1742152402198,15.383989499999998,
peakpos1547,777.537320008779,6.1885687,[2010][M]+
peakpos1548,504.438288457318,5.85678755,
peakpos1549,808.575515808367,6.30198135,[2255][M+2]+
peakpos1550,801.6169928662649,6.3229799833333304,[2212][M+1]+
peakpos1551,494.32253157767997,3.09143565,
peakpos1552,1371.16769756491,15.200778,[4042][M+3]+
peakpos1553,723.540768704134,5.73489975,[1581][M]+
peakpos1554,1096.324804591,16.6751336666667,[3787][M+1]+
peakpos1555,546.352859693002,3.5276191833333304,[739][M]+
peakpos1556,915.819026738641,15.802757000000001,
peakpos1557,1308.14126230965,7.03396365,[4000][M+2]+
peakpos1558,690.262375744241,8.20265065,[1363][M]+
peakpos1559,881.718903428679,15.139674333333302,[2885][M+1]+
peakpos1560,787.603896550921,8.347806183333331,[2088][M+1]+
peakpos1561,242.283917835083,16.1387001666667,
peakpos1562,865.551661844224,15.389716,[2771][M]+
peakpos1563,721.5056046319929,13.892129999999998,
peakpos1564,994.862317038433,15.767857999999999,[3563][M+1]+
peakpos1565,287.272786366116,15.3839795,
peakpos1566,1342.92669771426,10.446031,[4030][M]+
peakpos1567,959.7783993306559,14.965221,[3392][M]+
peakpos1568,776.5780012342841,6.5375366999999995,[2004][M]+
peakpos1569,892.710573914738,15.602433333333302,
peakpos1570,590.490136570304,8.090468099999999,[887][M]+
peakpos1571,775.360226737305,12.8713905,[1984][M+1]+
peakpos1572,902.68145609926,14.860532000000001,[3039][M]+
peakpos1573,708.511249059763,11.161559,
peakpos1574,893.559090678353,7.8112799,[2978][M]+
peakpos1575,990.8307800364661,15.488679000000001,[3542][M+1]+
peakpos1576,813.618222568504,8.34343468333333,[2305][M+1]+
peakpos1577,910.8524876409509,16.125555,[3077][M+3]+
peakpos1578,406.20257829279296,17.050322,[338][M]+
peakpos1579,339.34473721206297,4.92353595,[210][M+1]+
peakpos1580,496.33908127358,3.0783504,
peakpos1581,976.822119633476,15.26185,[3475][M+2]+
peakpos1582,855.742546045077,15.427608,[2688][M]+
peakpos1583,413.265691360514,5.4993324,
peakpos1584,531.315785809483,3.0390897,
peakpos1585,708.510281150506,15.197632,[1469][M]+
peakpos1586,815.781877601671,15.471232999999998,[2338][M]+
peakpos1587,975.9142253043491,16.0557625,[3476][M+1]+
peakpos1588,515.412925899791,7.810289200000001,[630][M]+
peakpos1589,843.813490217713,15.69506,[2588][M]+
peakpos1590,1171.3301070773,6.7992634999999995,
peakpos1591,747.608563091228,8.12535965,[1743][M+3]+
peakpos1592,945.730390576648,15.5453945,[3309][M]+
peakpos1593,526.376552252215,3.52765185,[667][M]+
peakpos1594,573.465309611733,7.8102884999999995,[833][M]+
peakpos1595,739.374830035876,7.10550186666667,[1687][M]+
peakpos1596,923.882024223257,16.326204999999998,[3182][M+1]+
peakpos1597,757.618727444118,6.49380226666667,[1847][M]2+
peakpos1598,482.492968831912,7.42740995,[547][M]+
peakpos1599,1343.9307150171198,10.4509196666667,[4030][M+1]+
peakpos1600,820.523662304461,6.75564335,[2375][M]+
peakpos1601,619.655297966831,7.00782086666667,[1006][M+1]+
peakpos1602,652.6535440631379,10.454744999999999,[1147][M+1]+
peakpos1603,899.734750247483,15.2831916666667,
peakpos1604,905.9063114631,15.732959,[3064][M]+
peakpos1605,843.4803088292309,15.0660525,[2579][M+1]+
peakpos1606,950.2839606391991,15.881275500000001,[3317][M+3]+
peakpos1607,721.6227626789411,13.647841,[1568][M]+
peakpos1608,687.4413238615201,10.4463563333333,[1337][M+2]+
peakpos1609,855.664435014417,15.434005666666698,
peakpos1610,1170.34191185172,17.1201205,[3863][M]+
peakpos1611,926.765209797343,16.0557625,[3198][M+1]+
peakpos1612,1021.9563428856,15.680617000000002,[3650][M+1]+
peakpos1613,779.591320660798,10.4462765,[2018][M+1]+
peakpos1614,378.40141057714,15.671888000000001,[297][M+2]+
peakpos1615,1148.84185870893,6.81671525,[3838][M]2+
peakpos1616,659.286418349813,4.2255898,[1190][M]+
peakpos1617,721.505552184755,15.784982500000002,
peakpos1618,972.8843433686051,15.689305333333301,[3453][M+2]+
peakpos1619,497.342425043919,2.70245421666667,[579][M+1]+
peakpos1620,1385.2246467132002,14.895432999999999,[4050][M+1]+
peakpos1621,1056.2966844299401,16.675127666666697,[3738][M+2]+
peakpos1622,673.590440696566,15.200779500000001,
peakpos1623,755.554575596956,6.5288216,
peakpos1624,986.909089062794,15.881273,[3527][M]+
peakpos1625,677.683917437362,15.673394,[1277][M+2]+
peakpos1626,935.802688775732,16.081928,
peakpos1627,604.635520406719,7.00782086666667,[948][M]+
peakpos1628,706.593738188151,6.54626825,[1456][M+1]+
peakpos1629,1183.83335577199,6.773094599999999,[3873][M+1]2+
peakpos1630,966.8468937910029,15.235676999999999,
peakpos1631,1341.2884547869999,15.730391000000001,[4027][M+2]+
peakpos1632,973.8027613364341,15.017566,[3463][M+1]+
peakpos1633,1347.88233555893,10.446030499999999,[4033][M]+
peakpos1634,161.13212491948798,15.383987,
peakpos1635,894.839125526777,15.950397333333301,
peakpos1636,949.8962029106731,16.038312,[3328][M+1]+
peakpos1637,894.8194696266851,15.8289185,[2962][M+3]+
peakpos1638,552.506170628433,15.820201999999998,[759][M+1]+
peakpos1639,833.7400798825549,15.2618485,[2493][M+1]+
peakpos1640,1129.31758693717,17.1201205,[3819][M+1]+
peakpos1641,770.60561896257,8.378369099999999,[1960][M]+
peakpos1642,406.202582038971,17.599954999999998,[337][M]+
peakpos1643,612.545721722436,9.41642535,[976][M+2]+
peakpos1644,1097.32366918633,16.675127666666697,[3787][M+2]+
peakpos1645,693.626830837728,15.200779500000001,[1368][M+3]+
peakpos1646,700.5990399929901,13.5852231666667,[1415][M+1]+
peakpos1647,942.809848515609,15.331644,
peakpos1648,860.5716790692709,7.0435474000000005,[2729][M]+
peakpos1649,347.336139634254,3.09143565,[231][M+1]+
peakpos1650,325.219919114745,2.61987223333333,
peakpos1651,698.5284149289599,5.62148345,[1405][M+1]+
peakpos1652,934.876342224991,15.82893,
peakpos1653,1128.315141777,17.1201165,[3819][M]+
peakpos1654,852.732579567901,15.597818833333301,[2644][M+2]+
peakpos1655,770.0612624630679,6.8167175,[1954][M]2+
peakpos1656,869.745865733396,15.741685,[2783][M+2]+
peakpos1657,939.7588658142149,16.125555,[3277][M]+
peakpos1658,756.689790668482,15.3182106666667,
peakpos1659,867.542462952134,7.549564,[2782][M]+
peakpos1660,406.202539924472,20.339389,[336][M]+
peakpos1661,970.783249445776,15.1833315,[3451][M]+
peakpos1662,963.802327388242,15.165852333333302,[3400][M+2]+
peakpos1663,769.558099821391,6.8167217,
peakpos1664,939.7763042883,16.151726999999998,[3278][M]+
peakpos1665,921.737252978602,15.630420999999998,
peakpos1666,663.452482135583,15.3839905,
peakpos1667,972.798454950679,15.392716,
peakpos1668,974.8994478913111,15.881243833333302,[3464][M+2]+
peakpos1669,954.7584169503,15.471229000000001,[3356][M+1]+
peakpos1670,531.404920917014,2.99479863333333,[678][M+2]+
peakpos1671,375.39602928460505,3.39678765,[295][M]+
peakpos1672,947.7883081923959,14.965186833333302,[3314][M+1]+
peakpos1673,974.892093465381,16.247697,[3472][M+1]+
peakpos1674,703.5650709941701,5.73489975,[1429][M+2]+
peakpos1675,815.6246714400501,8.11660118333333,[2304][M+3]+
peakpos1676,922.8692805511031,15.828893333333301,[3171][M+2]+
peakpos1677,891.818725683932,15.3665405,
peakpos1678,413.265635403541,15.096091,
peakpos1679,865.527461606951,6.851613499999999,
peakpos1680,726.584951180869,6.22534986666667,[1607][M+1]+
peakpos1681,792.547847084151,6.7818145,[2127][M]2+
peakpos1682,805.0513034991341,6.75564645,
peakpos1683,546.399924911106,2.8928010166666698,
peakpos1684,733.611353744768,7.165677499999999,[1642][M+2]+
peakpos1685,795.605001696013,9.3729406,[2150][M+1]+
peakpos1686,751.570349555484,6.48082815,[1792][M]+
peakpos1687,952.8197254903309,15.680617499999999,[3349][M]+
peakpos1688,1171.3402878899499,17.1201165,[3863][M+1]+
peakpos1689,546.354610279819,2.81222483333333,[740][M]+
peakpos1690,588.552041244545,9.015246300000001,[877][M+1]+
peakpos1691,663.452676457764,15.677007999999999,
peakpos1692,571.550160096769,9.3077537,[823][M+1]+
peakpos1693,357.24845500485605,5.61276045,[256][M]+
peakpos1694,921.7110670289079,15.610820499999999,
peakpos1695,941.6983164441991,15.209504999999998,[3290][M]+
peakpos1696,579.524471164414,15.846343333333301,[849][M+2]+
peakpos1697,842.6700711430921,15.366538,[2573][M+1]+
peakpos1698,325.219911107763,3.3533235666666696,
peakpos1699,914.8160945083141,15.148435999999998,
peakpos1700,1130.3131361116198,17.120119,[3819][M+2]+
