,mzmed,rtmed,isotopes
peakpos280,919.8427918631419,16.0425931666667,
peakpos281,856.8225930667011,15.593340833333302,
peakpos282,854.727511106826,15.628279999999998,[2674][M+1]+
peakpos283,1235.84392557321,8.70989195,[3951][M]+
peakpos284,520.33979019875,2.5133421,[646][M]+
peakpos285,836.7700493535451,15.71551,[2527][M]+
peakpos286,1195.8197353054,8.70989195,[3889][M+1]+
peakpos287,324.216759641246,2.32616355,[192][M]+
peakpos288,610.5392587354099,9.40866795,[976][M]+
peakpos289,925.802998593736,15.261851,[3192][M+1]+
peakpos290,845.6545512488859,7.80252688333333,[2595][M+1]+
peakpos291,864.621999146136,6.520077,[2762][M]+
peakpos292,861.7717397318089,15.5323015,[2735][M+1]+
peakpos293,888.7828230663221,15.401442000000001,[2937][M+1]+
peakpos294,488.355418466411,3.056537,[560][M+1]+
peakpos295,851.777245019288,15.636988,[2654][M]+
peakpos296,928.8224458233971,15.471233999999999,[3204][M+2]+
peakpos297,889.804598022657,15.759136499999999,[2941][M+1]+
peakpos298,783.5707058800281,6.3456028,[2054][M+1]+
peakpos299,577.517865653629,15.846368,[849][M]+
peakpos300,937.794669776554,15.244404000000001,[3265][M]+
peakpos301,852.801608991921,16.029591500000002,[2666][M]+
peakpos302,900.7904968866301,15.575923999999999,[3027][M]+
peakpos303,880.821980002372,15.820201999999998,
peakpos304,825.7736087279761,15.811482,[2426][M+1]+
peakpos305,841.624426769407,6.764369099999999,[2564][M+1]+
peakpos306,826.6970428957201,15.366551000000001,[2440][M+1]+
peakpos307,888.799936521397,15.523581,[2931][M+2]+
peakpos308,832.581945644238,7.74145708333333,[2489][M]2+
peakpos309,946.8776705968891,15.8543193333333,[3315][M]+
peakpos310,908.7742075217329,15.881275500000001,[3076][M+1]+
peakpos311,916.8311413470551,15.759135999999998,[3139][M]+
peakpos312,768.5882917591549,7.28782815,[1941][M]+
peakpos313,899.8749868503371,15.6021,
peakpos314,781.553415393074,6.82537966666667,[2036][M+2]2+
peakpos315,668.633261175041,15.680616,[1247][M]+
peakpos316,928.832055970809,15.890000500000001,[3216][M]+
peakpos317,759.585984753445,6.327646499999999,[1863][M]+
peakpos318,891.819498778408,15.951067000000002,
peakpos319,1333.32189314426,15.671888000000001,[4023][M]+
peakpos320,915.801213332335,15.436335,[3115][M+2]+
peakpos321,879.7295357245731,15.427610999999999,[2857][M+2]+
peakpos322,881.7467082569631,15.654442000000001,[2879][M+2]+
peakpos323,869.82449930698,16.125552499999998,[2781][M+3]+
peakpos324,274.273837871233,16.2563913333333,[100][M]+
peakpos325,898.774612246244,15.357814000000001,[3015][M]+
peakpos326,876.7113203158009,15.200779500000001,[2844][M+1]+
peakpos327,845.741540574071,15.165847333333302,[2597][M+1]+
peakpos328,723.5114138486811,10.446031,[1559][M+2]+
peakpos329,886.784790713922,15.558476500000001,[2931][M]+
peakpos330,762.6005321893581,8.40454045,[1889][M]+
peakpos331,1236.8481833891199,8.70985613333333,[3951][M+1]+
peakpos332,853.7939938661,15.833261833333301,[2665][M+1]+
peakpos333,858.7499638379351,15.820205999999999,[2702][M+2]+
peakpos334,734.568644837757,7.31833873333333,[1661][M]+
peakpos335,824.759170563782,15.5284776666667,
peakpos336,279.158926881775,2.32616355,[106][M]+
peakpos337,758.2201414501919,14.686045499999999,
peakpos338,766.573511521958,7.20930785,[1919][M]+
peakpos339,766.5525561482599,7.20280745,
peakpos340,701.558631731593,5.73489975,[1429][M]+
peakpos341,780.552070973015,6.2147398,[2037][M]+
peakpos342,736.5412904702021,10.4461138333333,[1666][M]+
peakpos343,1334.32658207404,15.672562666666698,[4023][M+1]+
peakpos344,759.561287453945,6.21470283333333,
peakpos345,878.796274371954,15.663155999999999,
peakpos346,955.8491487973371,15.780920333333302,[3362][M+1]+
peakpos347,789.6178814821941,8.692442199999999,[2102][M+1]+
peakpos348,811.667452839654,8.60953223333333,[2297][M]+
peakpos349,1126.0449739917099,8.08623545,[3817][M]+
peakpos350,967.841907809888,15.7765835,[3435][M]+
peakpos351,907.761542841562,15.680617000000002,[3063][M+2]+
peakpos352,1320.1548094745099,15.383989499999998,[4012][M]+
peakpos353,953.834154191244,15.5497545,[3350][M+1]+
peakpos354,809.5877896097239,6.973750099999999,[2268][M+1]+
peakpos355,611.5907391695021,8.09046625,[980][M+1]+
peakpos356,1321.1617343676,15.383989499999998,[4012][M+1]+
peakpos357,695.357914275363,4.22559185,[1389][M]+
peakpos358,809.585025530054,7.802560499999999,[2267][M+2]2+
peakpos359,554.532036723816,6.99909596666667,[770][M+1]+
peakpos360,864.800307841736,15.9466216666667,[2765][M]+
peakpos361,861.764856891506,15.400159833333301,[2739][M]+
peakpos362,872.759258352326,15.200778,[2808][M+2]+
peakpos363,856.742531520708,15.8324245,[2702][M]+
peakpos364,904.743413768742,15.562861666666699,
peakpos365,872.7740622892301,16.125566,[2813][M+1]+
peakpos366,819.724370174304,15.1135003333333,[2368][M+1]+
peakpos367,794.605405462099,7.45359075,[2151][M]+
peakpos368,946.862045927828,16.063764000000003,[3310][M+1]+
peakpos369,806.567518875343,6.30198135,[2255][M]+
peakpos370,795.725471058223,15.349103,[2154][M+1]+
peakpos371,480.37325137116096,5.77849438333333,[535][M+1]+
peakpos372,575.519434793991,8.0904666,[837][M+1]+
peakpos373,937.831932395869,15.345261666666698,[3267][M]+
peakpos374,879.8008864560479,15.7562715,
peakpos375,685.434870496961,10.4462765,[1337][M]+
peakpos376,907.852239554798,16.047034,
peakpos377,672.5758365785209,15.383989499999998,[1257][M+1]+
peakpos378,945.864893406256,15.645719,[3303][M+1]+
peakpos379,786.413356063121,14.0317105,[2085][M]+
peakpos380,371.357574425662,15.383988,[276][M+2]+
peakpos381,787.6673406109129,9.62590878333333,[2094][M]+
peakpos382,909.786652633658,16.055763,[3088][M]+
peakpos383,712.56846505715,7.22675045,[1492][M+1]+
peakpos384,579.533930183388,16.125557,[853][M]+
peakpos385,768.613162615407,7.2212594,[1942][M]+
peakpos386,912.782620394417,15.253122,[3102][M+1]+
peakpos387,731.605697567376,7.174411500000001,[1642][M]+
peakpos388,883.7710778593871,16.0383195,[2906][M]+
peakpos389,918.848606868466,15.967544,[3154][M]+
peakpos390,903.8126571740339,15.760808166666699,
peakpos391,523.471104963019,15.593369500000001,[658][M]+
peakpos392,812.669229147604,7.04353865,[2296][M+1]+
peakpos393,828.54960645511,6.528802099999999,[2461][M]+
peakpos394,776.5981191991209,7.04354205,[1997][M+1]+
peakpos395,849.763695719823,15.451084666666699,
peakpos396,965.825736200234,15.5410305,[3423][M]+
peakpos397,675.676574239504,15.6718985,[1277][M]+
peakpos398,902.72710661094,15.2831986666667,[3032][M+1]+
peakpos399,785.652353615797,8.58775125,[2078][M]+
peakpos400,391.28399692996203,4.87152638333333,
peakpos401,1318.2118155831301,15.392707500000002,[4006][M+3]+
peakpos402,935.751766832646,5.77849438333333,[3248][M]+
peakpos403,920.84582024084,16.047034,
peakpos404,522.355395689598,3.01046133333333,[653][M]+
peakpos405,725.5818119360271,6.23358076666667,[1607][M]+
peakpos406,886.7662292926891,15.1484335,[2921][M+1]+
peakpos407,942.8472500833619,15.436333,[3296][M]+
peakpos408,705.5793056384081,6.301979900000001,[1442][M+2]+
peakpos409,676.472529972312,5.67322075,
peakpos410,770.7045227981321,14.904151,[1961][M]+
peakpos411,930.846676954218,16.005771,
peakpos412,805.552295095478,6.76436795,[2240][M+1]+
peakpos413,814.686435638986,9.6433914,[2316][M+1]+
peakpos414,930.837722009655,15.689342000000002,[3217][M+2]+
peakpos415,947.882428961859,15.846388000000001,[3315][M+1]+
peakpos416,901.782117603147,15.766688833333301,
peakpos417,1326.2786323672901,15.671892000000001,[4019][M]+
peakpos418,930.8162217391409,16.0437676666667,[3223][M+1]+
peakpos419,1327.2814892021001,15.671892000000001,[4019][M+1]+
peakpos420,732.552170021784,6.642218400000001,[1648][M]+
peakpos421,537.535209597819,7.79308605,[708][M]+
peakpos422,239.148727970255,0.638981998333333,
peakpos423,761.6300808343559,6.50030056666667,[1875][M+2]2+
peakpos424,950.816163099354,15.322916000000001,
peakpos425,950.826856912102,15.345261666666698,[3335][M]+
peakpos426,859.7476530942281,15.122199666666699,[2724][M]+
peakpos427,860.837856521173,15.593373000000001,[2709][M+3]+
peakpos428,1370.95776206755,10.450469833333301,[4044][M]+
peakpos429,869.656593364856,7.7414931,[2788][M+1]+
peakpos430,565.566045726292,9.015243,[802][M]+
peakpos431,929.834070217202,15.890001000000002,[3216][M+1]+
peakpos432,823.6762248166,15.113501333333302,[2414][M]+
peakpos433,785.576471106523,6.77309285,[2052][M+3]+
peakpos434,849.692251881395,15.157157999999999,[2632][M]+
peakpos435,1127.0460560391,8.08201466666667,[3817][M+1]+
peakpos436,948.8001362705198,15.471238,[3326][M]+
peakpos437,938.799581520447,15.2444035,[3265][M+1]+
peakpos438,759.221093221716,14.686045499999999,
peakpos439,789.6086050422549,7.79384035,[2087][M+3]+
peakpos440,1321.24219330142,15.680617000000002,[4011][M+2]+
peakpos441,900.878392866557,15.643593833333302,
peakpos442,836.7587345767649,15.584658,[2510][M+2]+
peakpos443,917.835490453973,15.759145000000002,[3139][M+1]+
peakpos444,819.6409756491701,7.54955755,[2367][M+1]+
peakpos445,729.589661671207,6.4764672999999995,[1634][M]+
peakpos446,837.773369080345,15.71551,[2527][M+1]+
peakpos447,889.8046840599769,15.532293,[2931][M+3]+
peakpos448,1199.77157739409,8.70989245,[3899][M]+
peakpos449,377.398101577037,15.67189,[297][M+1]+
peakpos450,1224.85347477142,8.70989245,[3931][M+2]+
peakpos451,765.5756051807699,10.446031,[1900][M+1]+
peakpos452,925.722717751943,15.192056,[3196][M]+
peakpos453,853.803723300656,16.029586,[2666][M+1]+
peakpos454,742.5741566514071,7.287826700000001,[1719][M]+
peakpos455,943.833201545964,15.680617499999999,[3291][M+2]+
peakpos456,195.12256471286,0.639904065,[31][M]+
peakpos457,1371.96225484175,10.4462765,[4044][M+1]+
peakpos458,948.800112693042,15.218221,[3327][M]+
peakpos459,530.3935311223829,3.0822589666666698,[682][M]+
peakpos460,756.554460511114,6.19729075,[1835][M]+
peakpos461,865.62400776289,6.52008625,[2762][M+1]+
peakpos462,571.550050320652,15.593370000000002,[822][M+1]+
peakpos463,950.8166979492951,15.445063000000001,
peakpos464,841.639915803873,6.81180328333333,
peakpos465,924.790452892617,15.4101665,[3179][M+2]+
peakpos466,1338.2767703806098,15.680556666666698,
peakpos467,906.847837853462,16.238975,
peakpos468,1017.9342385597901,15.392678333333302,
peakpos469,1364.20538909539,15.200779500000001,[4038][M+1]+
peakpos470,863.7787692349249,15.602098999999999,[2753][M]+
peakpos471,755.555947310414,6.1885650000000005,
peakpos472,832.2403326735539,15.398439999999999,
peakpos473,603.5335241732499,15.8551,
peakpos474,968.8457532777691,15.7765835,[3435][M+1]+
peakpos475,571.550165701245,6.32556151666667,[829][M]+
peakpos476,887.7876942654981,15.558476999999998,[2931][M+1]+
peakpos477,1363.20230664233,15.200779500000001,[4038][M]+
peakpos478,783.567897102419,7.5495572,[2053][M+2]2+
peakpos479,274.27382285272097,15.877306833333302,
peakpos480,1086.07608108325,7.00003475,[3776][M+2]+
peakpos481,681.482125529313,10.4462765,[1296][M+1]+
peakpos482,772.583593441532,7.27910225,[1941][M+4]+
peakpos483,353.265825965393,3.8155194833333304,[245][M]+
peakpos484,853.714814123813,15.401436499999999,[2653][M+2]+
peakpos485,905.8245105795461,15.6369955,[3043][M+3]+
peakpos486,769.5921516957401,7.28782815,[1941][M+1]+
peakpos487,929.7562344598019,15.549751,[3220][M]+
peakpos488,530.402284179017,2.99123773333333,[678][M+1]+
peakpos489,324.216593752263,3.0338418999999996,
peakpos490,806.5648685471119,7.0697217000000006,[2253][M]2+
peakpos491,874.835196275603,15.573673000000001,[2809][M+4]+
peakpos492,610.623580569075,9.01615956666667,[981][M]+
peakpos493,437.34497100756005,4.81054186666667,[402][M+1]+
peakpos494,931.843576011505,15.951067000000002,
peakpos495,623.6187859413901,9.01524535,[1022][M]+
peakpos496,1369.1594753210302,15.200779500000001,[4042][M+1]+
